n,Treatment,treatment_label,gender,age,study,DictatorCharity,giveC,min_ug,Favor_intentions,Favor_revenge,Favor_return,Punish_Self,Punish_Others,Gift,Give_Charity,Donation_Good_Cause,Wage,Effort,Acceptance
14,S,Prosocial,1,19,2,40,40.0,50.0,1,6,9,2,5,2,5,400,75,10.0,1.0
14,S,Prosocial,1,19,2,40,40.0,50.0,1,6,9,2,5,2,5,400,85,10.0,1.0
14,S,Prosocial,1,19,2,40,40.0,50.0,1,6,9,2,5,2,5,400,95,10.0,1.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,1,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,3,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,5,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,10,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,15,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,20,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,25,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,30,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,35,6.0,1.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,40,7.0,1.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,45,8.0,1.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,50,9.0,1.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,55,10.0,1.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,60,10.0,1.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,65,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,75,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,85,0.0,0.0
15,P,GE,0,27,2,0,0.0,50.0,3,3,3,3,3,1,3,0,95,0.0,0.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,1,0.0,0.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,3,0.0,0.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,5,0.0,0.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,10,0.0,0.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,15,2.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,20,3.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,25,4.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,30,5.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,35,6.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,40,7.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,45,7.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,50,8.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,55,9.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,60,10.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,65,10.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,75,10.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,85,10.0,1.0
16,P,GE,0,24,3,30,30.0,10.0,1,3,7,2,2,1,5,200,95,10.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,1,0.0,0.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,3,0.0,0.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,5,0.0,0.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,10,0.0,0.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,15,1.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,20,3.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,25,4.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,30,5.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,35,6.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,40,7.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,45,7.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,50,8.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,55,8.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,60,9.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,65,10.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,75,10.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,85,10.0,1.0
17,P,GE,1,35,3,50,50.0,50.0,3,1,9,1,3,3,8,100,95,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,1,1.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,3,2.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,5,3.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,10,4.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,15,5.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,20,6.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,25,7.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,30,8.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,35,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,40,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,45,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,50,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,55,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,60,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,65,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,75,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,85,10.0,1.0
18,S,Prosocial,1,22,3,50,50.0,40.0,4,3,10,2,6,3,9,500,95,10.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,1,0.0,0.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,3,0.0,0.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,5,0.0,0.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,10,0.0,0.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,15,0.0,0.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,20,0.0,0.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,25,0.0,0.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,30,4.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,35,5.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,40,6.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,45,7.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,50,8.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,55,9.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,60,10.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,65,5.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,75,5.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,85,5.0,1.0
19,S,Prosocial,0,20,3,10,10.0,40.0,3,8,10,9,9,5,9,100,95,5.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,1,0.0,0.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,3,0.0,0.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,5,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,10,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,15,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,20,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,25,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,30,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,35,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,40,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,45,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,50,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,55,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,60,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,65,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,75,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,85,1.0,1.0
20,S,Prosocial,1,25,1,0,0.0,10.0,4,4,5,3,4,4,2,100,95,1.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,1,0.0,0.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,3,0.0,0.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,5,1.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,10,3.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,15,4.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,20,5.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,25,5.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,30,6.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,35,6.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,40,7.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,45,7.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,50,7.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,55,7.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,60,7.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,65,7.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,75,8.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,85,9.0,1.0
21,P,GE,1,21,2,60,60.0,30.0,3,1,10,6,6,2,8,900,95,9.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,1,0.0,0.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,3,0.0,0.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,5,0.0,0.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,10,1.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,15,1.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,20,3.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,25,3.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,30,3.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,35,6.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,40,7.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,45,6.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,50,7.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,55,8.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,60,9.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,65,9.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,75,9.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,85,10.0,1.0
22,P,GE,0,28,3,20,20.0,30.0,3,8,8,9,6,0,8,50,95,10.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,1,0.0,0.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,3,0.0,0.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,5,1.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,10,2.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,15,3.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,20,3.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,25,4.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,30,5.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,35,6.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,40,7.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,45,8.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,50,8.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,55,9.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,60,10.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,65,10.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,75,10.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,85,10.0,1.0
23,P,GE,1,25,2,0,0.0,50.0,4,0,10,0,6,1,5,0,95,10.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,1,0.0,0.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,3,0.0,0.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,5,0.0,0.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,10,2.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,15,2.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,20,3.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,25,4.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,30,5.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,35,6.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,40,7.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,45,7.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,50,8.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,55,9.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,60,10.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,65,10.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,75,10.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,85,10.0,1.0
24,S,Prosocial,0,27,3,10,10.0,10.0,5,1,10,9,9,2,7,100,95,10.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,1,0.0,0.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,3,0.0,0.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,5,0.0,0.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,10,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,15,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,20,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,25,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,30,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,35,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,40,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,45,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,50,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,55,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,60,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,65,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,75,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,85,1.0,1.0
25,S,Prosocial,0,27,3,0,0.0,50.0,3,10,7,3,4,2,3,0,95,1.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,1,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,3,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,5,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,10,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,15,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,20,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,25,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,30,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,35,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,40,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,45,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,50,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,55,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,60,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,65,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,75,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,85,5.0,1.0
26,S,Prosocial,1,24,3,40,40.0,50.0,2,2,9,3,3,3,7,450,95,5.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,1,0.0,0.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,3,0.0,0.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,5,0.0,0.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,10,0.0,0.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,15,0.0,0.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,20,4.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,25,5.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,30,5.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,35,7.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,40,7.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,45,8.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,50,8.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,55,9.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,60,10.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,65,10.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,75,10.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,85,10.0,1.0
27,P,GE,0,27,3,0,0.0,50.0,8,0,10,0,0,4,4,0,95,10.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,1,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,3,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,5,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,10,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,15,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,20,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,25,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,30,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,35,0.0,0.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,40,1.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,45,3.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,50,4.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,55,3.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,60,4.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,65,3.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,75,4.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,85,3.0,1.0
28,P,GE,1,20,3,40,40.0,40.0,2,0,8,7,9,3,7,300,95,5.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,1,0.0,0.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,3,0.0,0.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,5,0.0,0.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,10,0.0,0.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,15,1.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,20,2.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,25,2.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,30,2.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,35,3.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,40,3.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,45,4.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,50,4.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,55,5.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,60,5.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,65,6.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,75,6.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,85,7.0,1.0
29,P,GE,1,20,3,80,80.0,40.0,2,8,10,8,6,3,3,50,95,7.0,1.0
30,S,Prosocial,0,24,3,20,20.0,50.0,2,1,8,5,3,2,6,100,1,0.0,0.0
30,S,Prosocial,0,24,3,20,20.0,50.0,2,1,8,5,3,2,6,100,3,0.0,0.0
30,S,Prosocial,0,24,3,20,20.0,50.0,2,1,8,5,3,2,6,100,5,0.0,0.0
