"Group2","Marker","Group1","Date","Session","Treatment","subjects","Period","Subject","Group","Profit","TotalProfit","Participate","R1","Rank1","R2","Rank2","R0","Rank0","Group0","Type","TimeContinueWelcomeOK","charity","TimeOKChoiceCharityOK","TimeOKPart1OK","DictatorSelf","DictatorCharity","TimeOKUltimatumAgentOK","TimeOKPayoffInformationOK","answerPart2","TimeOKCodeToStartPart2OK","TimeOKPart2OK","answer1","answer2","answer3","answer4","TimeOKControlQuestionsOK","TimeOKGroupAssignmentOK","TimeOKPAPrincipalExpectedAcceptanceOK","TimeOKPAPrincipalEffortOK","OptimalWage","TimeOKPAAgentOK","TimeOKPAAgentEffortOK","PreferedWage","PreferedEffort","TimeOKPAAgentPreferedContractOK","TimeCONTINUEQuestionnaireOK","gender","age","study","TimeCONTINUEQuestion1SociecoOK","fair_wage","fair_effort","TimeCONTINUEQuestion2FairnessRatingsOK","Give_Charity","Punish_Self","Punish_Others","TimeCONTINUEQuestion3WillingnessToActOK","Favor_return","Favor_revenge","Favor_intentions","TimeCONTINUEQuestion4FavorOK","Gift","TimeCONTINUEQuestion5GiftOK","Donation_Good_Cause","TimeCONTINUEQuestion6DonationOK","UltimatumContractConcluded","PAContractConcluded","PAEffort","PAWage","UltimatumPayoff","PAPayoff","OptimalWagePayoff","OptimalWageBonus","NumCorrectAcceptGuesses","NumCorrectRefuseGuesses","PayoffPart1","TotalPayoff","PayoffCharityPart1","PayoffCharityPart1Euro","TotalPayoffCharity","TotalPayoffCharityEuro","TimeOKFinalPayoffCalculationOK","TimeOKFinalPayoffDisplayAgentOK","TimeOKFinalPayoffDisplayPrincipalOK","TimeTheEndTheEndOK","Ultimatum_Accept_Agent_atShare_Principal_10","Ultimatum_Accept_Agent_atShare_Principal_20","Ultimatum_Accept_Agent_atShare_Principal_30","Ultimatum_Accept_Agent_atShare_Principal_40","Ultimatum_Accept_Agent_atShare_Principal_50","Ultimatum_Accept_Agent_atShare_Principal_60","Ultimatum_Accept_Agent_atShare_Principal_70","Ultimatum_Accept_Agent_atShare_Principal_80","Ultimatum_Accept_Agent_atShare_Principal_90","PA_Accept_Agent_atWage_1","PA_Accept_Agent_atWage_3","PA_Accept_Agent_atWage_5","PA_Accept_Agent_atWage_10","PA_Accept_Agent_atWage_15","PA_Accept_Agent_atWage_20","PA_Accept_Agent_atWage_25","PA_Accept_Agent_atWage_30","PA_Accept_Agent_atWage_35","PA_Accept_Agent_atWage_40","PA_Accept_Agent_atWage_45","PA_Accept_Agent_atWage_50","PA_Accept_Agent_atWage_55","PA_Accept_Agent_atWage_60","PA_Accept_Agent_atWage_65","PA_Accept_Agent_atWage_75","PA_Accept_Agent_atWage_85","PA_Accept_Agent_atWage_95","PA_OfferedEffort_Agent_atWage_1","PA_OfferedEffort_Agent_atWage_3","PA_OfferedEffort_Agent_atWage_5","PA_OfferedEffort_Agent_atWage_10","PA_OfferedEffort_Agent_atWage_15","PA_OfferedEffort_Agent_atWage_20","PA_OfferedEffort_Agent_atWage_25","PA_OfferedEffort_Agent_atWage_30","PA_OfferedEffort_Agent_atWage_35","PA_OfferedEffort_Agent_atWage_40","PA_OfferedEffort_Agent_atWage_45","PA_OfferedEffort_Agent_atWage_50","PA_OfferedEffort_Agent_atWage_55","PA_OfferedEffort_Agent_atWage_60","PA_OfferedEffort_Agent_atWage_65","PA_OfferedEffort_Agent_atWage_75","PA_OfferedEffort_Agent_atWage_85","PA_OfferedEffort_Agent_atWage_95","Ultimatum_Offer_Principal","PA_Offer_Principal","PA_ExpectedAcceptance_Principal_atWage_1","PA_ExpectedAcceptance_Principal_atWage_3","PA_ExpectedAcceptance_Principal_atWage_5","PA_ExpectedAcceptance_Principal_atWage_10","PA_ExpectedAcceptance_Principal_atWage_15","PA_ExpectedAcceptance_Principal_atWage_20","PA_ExpectedAcceptance_Principal_atWage_25","PA_ExpectedAcceptance_Principal_atWage_30","PA_ExpectedAcceptance_Principal_atWage_35","PA_ExpectedAcceptance_Principal_atWage_40","PA_ExpectedAcceptance_Principal_atWage_45","PA_ExpectedAcceptance_Principal_atWage_50","PA_ExpectedAcceptance_Principal_atWage_55","PA_ExpectedAcceptance_Principal_atWage_60","PA_ExpectedAcceptance_Principal_atWage_65","PA_ExpectedAcceptance_Principal_atWage_75","PA_ExpectedAcceptance_Principal_atWage_85","PA_ExpectedAcceptance_Principal_atWage_95","PA_ExpectedEffort_Principal_atWage_1","PA_ExpectedEffort_Principal_atWage_3","PA_ExpectedEffort_Principal_atWage_5","PA_ExpectedEffort_Principal_atWage_10","PA_ExpectedEffort_Principal_atWage_15","PA_ExpectedEffort_Principal_atWage_20","PA_ExpectedEffort_Principal_atWage_25","PA_ExpectedEffort_Principal_atWage_30","PA_ExpectedEffort_Principal_atWage_35","PA_ExpectedEffort_Principal_atWage_40","PA_ExpectedEffort_Principal_atWage_45","PA_ExpectedEffort_Principal_atWage_50","PA_ExpectedEffort_Principal_atWage_55","PA_ExpectedEffort_Principal_atWage_60","PA_ExpectedEffort_Principal_atWage_65","PA_ExpectedEffort_Principal_atWage_75","PA_ExpectedEffort_Principal_atWage_85","PA_ExpectedEffort_Principal_atWage_95"
12,1,12,"221025_0833",1,"PAN","subjects",1,12,1,14.0055,14.0055,1,0.487391429,6,0.746735777,3,0.572425172,5,12,1,99999,6,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,30,0,0,0,0,0,99999,1,27,3,99999,75,10,99999,10,0,1,99999,10,0,1,99999,6,99999,50,99999,1,1,1,30,50,108.5,-20,0,4,3,140,108.5,10,0.83,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,2,2,2,2,2,3,3,3,3,4,5
12,3,12,"221025_1237",3,"PAN","subjects",1,12,1,13.9225,13.9225,1,0.962392081,1,0.986566034,0,0.871078373,3,12,1,99999,8,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,85,0,0,0,0,0,99999,0,31,3,99999,40,5,99999,6,3,4,99999,8,5,2,99999,1,99999,100,99999,1,1,1,30,60,107.5,-65,0,2,3,160,107.5,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,2,2,3,4,5,6,7,8,8,9,9,10,10
2,1,2,"221025_0833",1,"PAN","subjects",1,2,1,11.7645,11.7645,1,0.897132545,1,0.819659087,3,0.396656849,5,2,1,99999,6,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,1,29,3,99999,55,4,99999,8,7,6,99999,10,5,3,99999,2,99999,100,99999,1,1,1,55,50,81.5,-85,0,0,3,100,81.5,50,4.15,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,55,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,4,4,4,5,5,5,5
2,2,2,"221025_1023",2,"PAN","subjects",1,2,1,13.3,13.3,1,0.136020827,7,0.485445947,6,0.789254317,3,2,1,99999,5,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,25,0,0,0,0,0,99999,1,25,1,99999,95,5,99999,8,4,4,99999,10,4,3,99999,5,99999,20,99999,0,0,0,35,0,103.5,-25,0,1,6,100,100,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1
2,3,2,"221025_1237",3,"PAN","subjects",1,2,1,20.189,20.189,1,0.969026762,1,0.773568238,2,0.085477397,12,2,1,99999,6,0,99999,60,40,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,23,3,99999,95,10,99999,3,9,9,99999,10,9,5,99999,0,99999,100,99999,1,1,5,95,50,183,-45,0,0,6,110,183,40,3.32,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,95,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,3,3,4,4,5,5,6,7
2,4,2,"221025_1434",4,"PAN","subjects",1,2,1,20.8945,20.8945,1,0.392597398,7,0.200505636,6,0.176703374,8,2,1,99999,11,0,99999,60,40,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,1,0,0,0,0,0,99999,1,45,3,99999,20,1,99999,7,7,7,99999,8,3,5,99999,1,99999,100,99999,1,1,4,50,50,191.5,-1,0,3,0,110,191.5,40,3.32,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,2,"221026_0839",5,"PAN","subjects",1,2,1,28.821,28.821,1,0.155542291,4,0.165616394,6,0.483846296,2,2,1,99999,1,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,1,18,3,99999,95,5,99999,8,0,8,99999,9,1,6,99999,5,99999,100,99999,1,1,8,95,50,287,-15,0,0,4,100,287,50,4.15,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,95,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,2,2,2,3,3,3,3,4,4,5,5
2,6,2,"221026_1030",6,"PAN","subjects",1,2,1,37.785,37.785,1,0.004457152,10,0.364742987,5,0.127253467,9,2,1,99999,1,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,1,26,3,99999,95,5,99999,2,7,7,99999,10,6,0,99999,2,99999,50,99999,1,1,10,55,50,395,5,0,0,0,150,395,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,55,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,2,2,2,2,3,3,3,4,4,5
3,1,3,"221025_0833",1,"PAN","subjects",1,3,1,16.3295,16.3295,1,0.784752098,3,0.499322526,9,0.427702544,5,3,1,99999,10,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,85,0,0,0,0,0,99999,0,22,3,99999,95,10,99999,8,9,7,99999,9,3,4,99999,5,99999,200,99999,1,1,2,35,50,136.5,-55,0,0,3,100,136.5,50,4.15,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,5,5,5,6,6,7,7
3,2,3,"221025_1023",2,"PAN","subjects",1,3,1,18.28,18.28,1,0.05124343,10,0.815936455,3,0.033916869,9,3,1,99999,6,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,21,1,99999,95,10,99999,5,7,4,99999,8,6,3,99999,3,99999,50,99999,1,1,5,85,60,191.5,-35,0,0,3,160,160,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,85,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10
3,3,3,"221025_1237",3,"PAN","subjects",1,3,1,28.987,28.987,1,0.99863713,0,0.136275614,10,0.553315474,8,3,1,99999,8,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,85,0,0,0,0,0,99999,0,34,3,99999,95,10,99999,1,10,8,99999,10,10,1,99999,5,99999,0,99999,1,1,8,95,50,289,-5,0,1,7,140,289,10,0.83,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,95,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,6,7,8,9,10,10
3,4,3,"221025_1434",4,"PAN","subjects",1,3,1,15.5825,15.5825,1,0.730339913,5,0.942475572,1,0.449813246,4,3,1,99999,10,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,1,24,2,99999,95,6,99999,5,7,8,99999,9,6,0,99999,4,99999,150,99999,1,1,1,15,50,127.5,0,0,12,3,130,127.5,20,1.66,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,15,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,5,3,"221026_0839",5,"PAN","subjects",1,3,1,13.4245,13.4245,1,0.611729965,0,0.726297874,2,0.004702182,6,3,1,99999,1,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,1,0,0,0,0,0,99999,1,50,3,99999,35,5,99999,9,1,5,99999,6,1,9,99999,0,99999,100,99999,1,1,1,35,50,101.5,-1,0,3,0,150,101.5,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,6,3,"221026_1030",6,"PAN","subjects",1,3,1,13.4245,13.4245,1,0.635711683,5,0.056299205,10,0.268592929,7,3,1,99999,10,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,1,22,3,99999,35,2,99999,10,7,8,99999,9,0,6,99999,5,99999,0,99999,0,0,0,35,0,101.5,-10,0,0,3,80,101.5,20,1.66,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,4,"221025_0833",1,"PAN","subjects",1,4,1,13.964,13.964,1,0.801382878,3,0.532134054,9,0.110333765,10,4,1,99999,3,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,23,1,99999,60,5,99999,7,3,3,99999,10,2,7,99999,5,99999,400,99999,1,1,1,30,50,108,-45,0,0,6,100,108,50,4.15,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,5,6,6,6,7,8,8,9,9,10
4,2,4,"221025_1023",2,"PAN","subjects",1,4,1,9.15,9.15,1,0.087520619,9,0.054472952,10,0.343821619,7,4,1,99999,6,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,1,24,3,99999,75,6,99999,8,5,6,99999,10,3,8,99999,5,99999,200,99999,0,1,6,75,0,240.5,5,0.5,4,6,50,50,50,4.15,50,4.15,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,7,8,9,10
4,3,4,"221025_1237",3,"PAN","subjects",1,4,1,33.386,33.386,1,0.307303883,10,0.045758551,11,0.516737793,9,4,1,99999,3,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,0,33,3,99999,95,10,99999,6,6,6,99999,7,5,3,99999,4,99999,20,99999,1,1,9,75,50,342,20,0.5,0,3,140,342,10,0.83,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4
4,4,4,"221025_1434",4,"PAN","subjects",1,4,1,35.212,35.212,1,0.909161831,1,0.339526847,6,0.853614373,0,4,1,99999,7,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,55,0,0,0,0,0,99999,1,29,3,99999,55,3,99999,4,4,4,99999,10,1,5,99999,2,99999,300,99999,1,1,9,55,50,364,35,0,0,8,100,364,50,4.15,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,55,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,3,3,3,4,4
4,5,4,"221026_0839",5,"PAN","subjects",1,4,1,18.944,18.944,1,0.522671007,1,0.049148611,6,0.898928865,0,4,1,99999,8,0,99999,60,40,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,65,0,0,0,0,0,99999,0,24,3,99999,95,9,99999,8,2,8,99999,9,1,6,99999,5,99999,20,99999,1,1,4,75,50,168,-15,0,2,4,110,168,40,3.32,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,5,6,6,7,7
4,6,4,"221026_1030",6,"PAN","subjects",1,4,1,12.5945,12.5945,1,0.406252664,7,0.217680823,8,0.709740853,2,4,1,99999,7,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,35,0,0,0,0,0,99999,1,23,3,99999,50,5,99999,7,2,3,99999,8,1,1,99999,4,99999,400,99999,1,1,1,45,50,91.5,-25,0,0,3,100,91.5,50,4.15,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,45,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,3,3,3,3,2,2
5,1,5,"221025_0833",1,"PAN","subjects",1,5,1,20.3965,20.3965,1,0.455842201,6,0.921986392,0,0.866516919,2,5,1,99999,6,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,75,0,0,0,0,0,99999,1,27,3,99999,85,8,99999,7,1,2,99999,8,1,8,99999,4,99999,300,99999,1,1,5,95,50,185.5,-25,0,1,10,100,185.5,50,4.15,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,5,6,7
5,2,5,"221025_1023",2,"PAN","subjects",1,5,1,11.64,11.64,1,0.996554264,0,0.99330875,1,0.875352425,2,5,1,99999,2,0,99999,30,70,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,0,22,2,99999,95,5,99999,7,9,10,99999,9,5,2,99999,5,99999,300,99999,1,1,1,15,50,123.5,0,0,4,3,80,80,70,5.81,70,5.81,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,15,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,3,5,"221025_1237",3,"PAN","subjects",1,5,1,15.3335,15.3335,1,0.145053329,11,0.157155985,10,0.807553598,3,5,1,99999,2,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,60,0,0,0,0,0,99999,0,25,1,99999,75,6,99999,4,6,7,99999,7,5,2,99999,1,99999,100,99999,0,1,2,50,0,124.5,-20,0,1,8,100,124.5,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,7,7,7,8,8
5,4,5,"221025_1434",4,"PAN","subjects",1,5,1,19.691,19.691,1,0.009450403,9,0.367726544,6,0.719543808,1,5,1,99999,11,0,99999,40,60,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,65,0,0,0,0,0,99999,1,19,2,99999,65,7,99999,10,0,3,99999,10,0,7,99999,6,99999,500,99999,1,1,4,65,50,177,-25,0,1,3,90,177,60,4.98,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,3,4,4,5,5,6,6,6,7,7,8,9,10
5,5,5,"221026_0839",5,"PAN","subjects",1,5,1,18.446,18.446,1,0.888374064,0,0.441621512,5,0.754827813,2,5,1,99999,6,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,20,0,0,0,0,0,99999,0,50,3,99999,25,5,99999,8,1,3,99999,8,1,6,99999,2,99999,0,99999,1,1,3,45,50,162,-10,0,1,3,150,162,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,45,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA
