"Group2","Marker","Group1","Date","Session","Treatment","subjects","Period","Subject","Group","Profit","TotalProfit","Participate","R1","Rank1","R2","Rank2","R0","Rank0","Group0","Type","TimeContinueWelcomeOK","charity","charityPart2","TimeOKChoiceCharityOK","TimeOKPart1OK","DictatorSelf","DictatorCharity","TimeOKUltimatumAgentOK","TimeOKPayoffInformationOK","answerPart2","TimeOKCodeToStartPart2OK","TimeOKPart2OK","answer1","answer2","answer3","answer4","answer6","answer7","TimeOKControlQuestionsOK","TimeOKGroupAssignmentOK","TimeOKPAPrincipalExpectedAcceptanceOK","TimeOKPAPrincipalEffortOK","OptimalWage","TimeOKPAAgentOK","TimeOKPAAgentEffortOK","PreferedWage","PreferedEffort","TimeOKPAAgentPreferedContractOK","TimeCONTINUEQuestionnaireOK","gender","age","study","TimeCONTINUEQuestion1SociecoOK","fair_wage","fair_effort","TimeCONTINUEQuestion2FairnessRatingsOK","Give_Charity","Punish_Self","Punish_Others","TimeCONTINUEQuestion3WillingnessToActOK","Favor_return","Favor_revenge","Favor_intentions","TimeCONTINUEQuestion4FavorOK","Gift","TimeCONTINUEQuestion5GiftOK","Donation_Good_Cause","TimeCONTINUEQuestion6DonationOK","UltimatumContractConcluded","PAContractConcluded","PAEffort","PAWage","UltimatumPayoff","PAPayoff","OptimalWagePayoff","OptimalWageBonus","NumCorrectAcceptGuesses","NumCorrectRefuseGuesses","PayoffPart1","TotalPayoff","PayoffCharityPart1","PayoffCharityPart1Euro","PayoffCharityPart2","PayoffCharityPart2Euro","TotalPayoffCharity","TotalPayoffCharityEuro","TimeOKFinalPayoffCalculationOK","TimeOKFinalPayoffDisplayAgentOK","TimeOKFinalPayoffDisplayPrincipalOK","TimeTheEndTheEndOK","Ultimatum_Accept_Agent_atShare_Principal_10","Ultimatum_Accept_Agent_atShare_Principal_20","Ultimatum_Accept_Agent_atShare_Principal_30","Ultimatum_Accept_Agent_atShare_Principal_40","Ultimatum_Accept_Agent_atShare_Principal_50","Ultimatum_Accept_Agent_atShare_Principal_60","Ultimatum_Accept_Agent_atShare_Principal_70","Ultimatum_Accept_Agent_atShare_Principal_80","Ultimatum_Accept_Agent_atShare_Principal_90","PA_Accept_Agent_atWage_1","PA_Accept_Agent_atWage_3","PA_Accept_Agent_atWage_5","PA_Accept_Agent_atWage_10","PA_Accept_Agent_atWage_15","PA_Accept_Agent_atWage_20","PA_Accept_Agent_atWage_25","PA_Accept_Agent_atWage_30","PA_Accept_Agent_atWage_35","PA_Accept_Agent_atWage_40","PA_Accept_Agent_atWage_45","PA_Accept_Agent_atWage_50","PA_Accept_Agent_atWage_55","PA_Accept_Agent_atWage_60","PA_Accept_Agent_atWage_65","PA_Accept_Agent_atWage_75","PA_Accept_Agent_atWage_85","PA_Accept_Agent_atWage_95","PA_OfferedEffort_Agent_atWage_1","PA_OfferedEffort_Agent_atWage_3","PA_OfferedEffort_Agent_atWage_5","PA_OfferedEffort_Agent_atWage_10","PA_OfferedEffort_Agent_atWage_15","PA_OfferedEffort_Agent_atWage_20","PA_OfferedEffort_Agent_atWage_25","PA_OfferedEffort_Agent_atWage_30","PA_OfferedEffort_Agent_atWage_35","PA_OfferedEffort_Agent_atWage_40","PA_OfferedEffort_Agent_atWage_45","PA_OfferedEffort_Agent_atWage_50","PA_OfferedEffort_Agent_atWage_55","PA_OfferedEffort_Agent_atWage_60","PA_OfferedEffort_Agent_atWage_65","PA_OfferedEffort_Agent_atWage_75","PA_OfferedEffort_Agent_atWage_85","PA_OfferedEffort_Agent_atWage_95","Ultimatum_Offer_Principal","PA_Offer_Principal","PA_ExpectedAcceptance_Principal_atWage_1","PA_ExpectedAcceptance_Principal_atWage_3","PA_ExpectedAcceptance_Principal_atWage_5","PA_ExpectedAcceptance_Principal_atWage_10","PA_ExpectedAcceptance_Principal_atWage_15","PA_ExpectedAcceptance_Principal_atWage_20","PA_ExpectedAcceptance_Principal_atWage_25","PA_ExpectedAcceptance_Principal_atWage_30","PA_ExpectedAcceptance_Principal_atWage_35","PA_ExpectedAcceptance_Principal_atWage_40","PA_ExpectedAcceptance_Principal_atWage_45","PA_ExpectedAcceptance_Principal_atWage_50","PA_ExpectedAcceptance_Principal_atWage_55","PA_ExpectedAcceptance_Principal_atWage_60","PA_ExpectedAcceptance_Principal_atWage_65","PA_ExpectedAcceptance_Principal_atWage_75","PA_ExpectedAcceptance_Principal_atWage_85","PA_ExpectedAcceptance_Principal_atWage_95","PA_ExpectedEffort_Principal_atWage_1","PA_ExpectedEffort_Principal_atWage_3","PA_ExpectedEffort_Principal_atWage_5","PA_ExpectedEffort_Principal_atWage_10","PA_ExpectedEffort_Principal_atWage_15","PA_ExpectedEffort_Principal_atWage_20","PA_ExpectedEffort_Principal_atWage_25","PA_ExpectedEffort_Principal_atWage_30","PA_ExpectedEffort_Principal_atWage_35","PA_ExpectedEffort_Principal_atWage_40","PA_ExpectedEffort_Principal_atWage_45","PA_ExpectedEffort_Principal_atWage_50","PA_ExpectedEffort_Principal_atWage_55","PA_ExpectedEffort_Principal_atWage_60","PA_ExpectedEffort_Principal_atWage_65","PA_ExpectedEffort_Principal_atWage_75","PA_ExpectedEffort_Principal_atWage_85","PA_ExpectedEffort_Principal_atWage_95","profitmax_effort","real_profitmax_wage"
10,4,10,"160803_1122",1,"P","subjects",1,10,1,12.3,12.3,1,0.568765251,4,0.105960139,14,0.835873501,3,10,1,99999,12,NA,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,60,0,0,0,0,0,99999,1,22,3,99999,60,10,99999,8,2,4,99999,10,1,6,99999,4,99999,500,99999,1,1,3,25,50,105.5,10,0,1,0,100,100,50,4.15,NA,NA,50,4.15,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,6,7,8,9,9,10,10,10,10,10,7,55
10,5,10,"160803_1241",2,"P","subjects",1,10,1,15.62,15.62,1,0.554478971,10,0.767054188,4,0.346913787,11,10,1,99999,3,NA,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,15,0,0,0,0,0,99999,1,23,3,99999,60,10,99999,2,4,5,99999,7,5,1,99999,4,99999,50,99999,1,1,10,60,50,140,15,0,0,0,150,140,0,0,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,9,50
10,6,10,"160804_1250",3,"P","subjects",1,10,1,16.201,16.201,1,0.681566384,3,0.775309729,7,0.524396118,9,10,1,99999,1,NA,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,30,0,0,0,0,0,99999,1,22,3,99999,55,9,99999,7,1,6,99999,9,1,6,99999,6,99999,300,99999,1,1,8,35,50,147,-30,0,0,4,140,147,10,0.83,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,2,3,5,4,5,6,2,7,3,1,3,4,6,10,50
11,1,11,"160803_0949",1,"S","subjects",1,11,1,11.47,11.47,1,0.560634563,4,0.608380478,7,0.143786348,12,11,1,99999,12,8,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,45,0,0,0,0,0,99999,1,23,2,99999,35,6,99999,7,2,1,99999,10,1,2,99999,1,99999,10,99999,0,1,2,40,0,81.5,-25,0,0,3,90,90,10,0.83,50,4.15,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,40,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,2,2,3,4,4,5,5,6,6,7,7,7,8,1,20
11,2,11,"160804_0951",2,"S","subjects",1,11,1,12.4245,12.4245,1,0.121021517,15,0.995846163,0,0.763023248,3,11,1,99999,1,1,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,1,21,3,99999,40,7,99999,6,2,2,99999,10,1,4,99999,4,99999,150,99999,0,0,0,40,0,101.5,-10,0,0,3,70,101.5,30,2.49,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,8,85
11,3,11,"160804_1119",3,"S","subjects",1,11,1,16.45,16.45,1,0.445950831,3,0.285393948,11,0.058906361,14,11,1,99999,6,6,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,0,24,2,99999,60,10,99999,10,10,10,99999,10,7,3,99999,1,99999,0,99999,1,1,8,50,50,132.5,30,0,2,3,150,150,0,0,200,16.6,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,2,3,3,3,3,4,5,6,7,8,9,10,10,10,60
11,4,11,"160803_1122",1,"P","subjects",1,11,1,14.79,14.79,1,0.397780008,7,0.997014527,0,0.029702014,16,11,1,99999,10,NA,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,55,0,0,0,0,0,99999,1,24,3,99999,5,1,99999,2,3,6,99999,10,4,3,99999,3,99999,100,99999,1,0,0,5,50,101.5,45,0.5,0,2,130,130,20,1.66,NA,NA,20,1.66,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,5,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,3,4,4,3,4,6,6,7,8,7,8,8,8,10,55
11,5,11,"160803_1241",2,"P","subjects",1,11,1,12.3,12.3,1,0.674276807,6,0.389466499,8,0.209864766,13,11,1,99999,1,NA,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,1,0,0,0,0,0,99999,1,22,1,99999,60,10,99999,5,5,8,99999,5,5,5,99999,6,99999,250,99999,1,0,0,1,50,100,-1,0,0,0,140,100,10,0.83,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,60
11,6,11,"160804_1250",3,"P","subjects",1,11,1,12.5075,12.5075,1,0.723969869,3,0.335606567,13,0.588578118,7,11,1,99999,1,NA,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,10,0,0,0,0,0,99999,0,27,3,99999,15,6,99999,7,4,4,99999,7,3,2,99999,3,99999,288,99999,1,0,0,10,50,102.5,-10,0,2,3,130,102.5,20,1.66,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,5,4,3,3,4,6,7,7,6,6,8,9,9,10,10,65
12,1,12,"160803_0949",1,"S","subjects",1,12,1,14.79,14.79,1,0.179734739,14,0.062143971,15,0.832650001,1,12,1,99999,6,5,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,55,0,0,0,0,0,99999,1,32,3,99999,55,9,99999,9,9,6,99999,8,8,0,99999,1,99999,50,99999,1,1,10,55,50,145,45,0,0,0,130,130,20,1.66,250,20.75,20,1.66,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,55,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,7,7,7,7,7,7,10,35
12,2,12,"160804_0951",2,"S","subjects",1,12,1,12.383,12.383,1,0.713427013,6,0.539797365,7,0.724058346,3,12,1,99999,1,1,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,85,0,0,0,0,0,99999,1,21,3,99999,5,1,99999,7,9,8,99999,10,8,2,99999,2,99999,300,99999,1,0,0,10,50,101,-35,0,0,2,140,101,10,0.83,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,60
12,3,12,"160804_1119",3,"S","subjects",1,12,1,14.79,14.79,1,0.27858988,7,0.237351015,11,0.010678289,16,12,1,99999,6,2,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,65,0,0,0,0,0,99999,1,21,1,99999,45,8,99999,5,4,4,99999,10,5,4,99999,2,99999,150,99999,1,1,1,65,50,46,-55,0,0,2,130,130,20,1.66,25,2.075,20,1.66,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,7,8,1,5
12,4,12,"160803_1122",1,"P","subjects",1,12,1,15.62,15.62,1,0.475768858,5,0.960203665,0,0.331641934,12,12,1,99999,1,NA,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,10,0,0,0,0,0,99999,0,34,2,99999,40,7,99999,5,5,5,99999,7,5,3,99999,4,99999,100,99999,1,1,3,10,50,121,20,0,0,2,140,140,10,0.83,NA,NA,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20
12,5,12,"160803_1241",2,"P","subjects",1,12,1,13.3375,13.3375,1,0.100176408,13,0.971314357,1,0.457999618,8,12,1,99999,3,NA,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,10,0,0,0,0,0,99999,1,25,3,99999,60,10,99999,5,3,2,99999,9,4,4,99999,3,99999,50,99999,1,1,3,20,50,112.5,0,0,2,3,140,112.5,10,0.83,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,40
12,6,12,"160804_1250",3,"P","subjects",1,12,1,15.3295,15.3295,1,0.330241946,11,0.080102561,14,0.924703505,1,12,1,99999,8,NA,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,1,0,0,0,0,0,99999,1,22,2,99999,60,10,99999,2,8,8,99999,9,7,3,99999,6,99999,100,99999,1,1,9,55,60,136.5,-1,0,1,2,160,136.5,0,0,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,55,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,60
13,1,13,"160803_0949",1,"S","subjects",1,13,1,15.62,15.62,1,0.974452034,1,0.247037016,14,0.435975271,6,13,1,99999,6,1,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,15,0,0,0,0,0,99999,0,22,3,99999,30,5,99999,9,8,7,99999,10,2,7,99999,5,99999,50,99999,1,1,3,20,50,111.5,5,0,0,3,140,140,10,0.83,75,6.225,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,2,2,3,3,4,4,5,5,6,6,7,7,10,60
13,2,13,"160804_0951",2,"S","subjects",1,13,1,12.383,12.383,1,0.868387924,3,0.419379138,8,0.509942801,7,13,1,99999,10,1,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,1,0,0,0,0,0,99999,1,22,3,99999,60,10,99999,3,8,1,99999,8,4,6,99999,1,99999,50,99999,0,0,0,1,0,101,-1,0,0,2,90,101,10,0.83,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10
13,3,13,"160804_1119",3,"S","subjects",1,13,1,11.47,11.47,1,0.858133917,0,0.3125641,11,0.726300531,4,13,1,99999,2,3,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,15,0,0,0,0,0,99999,0,24,3,99999,45,8,99999,8,7,3,99999,9,2,6,99999,1,99999,50,99999,0,1,5,20,0,131.5,35,0,3,0,90,90,10,0.83,125,10.375,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,20,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,4,4,4,4,4,5,5,5,6,6,7,8,9,10,5,1
13,4,13,"160803_1122",1,"P","subjects",1,13,1,16.45,16.45,1,0.185750261,13,0.146250655,14,0.803767875,3,13,1,99999,5,NA,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,45,0,0,0,0,0,99999,0,25,3,99999,60,10,99999,6,4,4,99999,7,2,5,99999,3,99999,200,99999,1,1,8,50,70,132.5,35,0,0,5,150,150,20,1.66,NA,NA,20,1.66,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,6,6,7,2,8,1,10,60
13,5,13,"160803_1241",2,"P","subjects",1,13,1,11.387,11.387,1,0.281541099,11,0.815305996,3,0.280736737,12,13,1,99999,6,NA,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,40,3,99999,5,1,99999,5,5,5,99999,5,5,5,99999,4,99999,0,99999,0,1,3,45,0,89,-45,0,1,7,100,89,0,0,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,45,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,4,50
13,6,13,"160804_1250",3,"P","subjects",1,13,1,11.719,11.719,1,0.893937129,0,0.005729976,15,0.899827328,4,13,1,99999,1,NA,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,99999,99999,45,0,0,0,0,0,99999,1,29,3,99999,35,5,99999,0,10,7,99999,10,9,0,99999,0,99999,0,99999,0,1,2,30,0,93,-5,0,2,4,90,93,10,0.83,NA,NA,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,30,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,20
14,1,14,"160803_0949",1,"S","subjects",1,14,1,12.3,12.3,1,0.551468353,4,0.333388566,13,0.043785064,15,14,1,99999,1,5,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,40,0,0,0,0,0,99999,1,21,3,99999,40,6,99999,9,4,6,99999,10,1,4,99999,5,99999,50,99999,1,1,6,40,50,123.5,20,0,1,6,100,100,50,4.15,150,12.45,50,4.15,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,5,5,4,4,4,6,25
14,2,14,"160804_0951",2,"S","subjects",1,14,1,12.051,12.051,1,0.818962264,4,0.042154231,15,0.020128368,16,14,1,99999,1,1,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,60,0,0,0,0,0,99999,1,22,3,99999,40,7,99999,7,5,9,99999,10,2,2,99999,5,99999,200,99999,1,1,4,45,60,97,-20,0,0,4,110,97,50,4.15,100,8.3,100,8.3,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,45,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,8,9,10,10,10,10,10,10,3
14,3,14,"160804_1119",3,"S","subjects",1,14,1,9.81,9.81,1,0.726378927,1,0.01722916,16,0.933031327,2,14,1,99999,3,10,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,1,28,3,99999,60,10,99999,8,0,3,99999,9,1,5,99999,6,99999,200,99999,0,1,1,40,0,71,-40,0,2,0,70,70,30,2.49,25,2.075,30,2.49,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,40,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,2,2,3,5,5,6,7,8,9,10,10,1,1
